Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
1269-FOYWN,Male,23,Yes,3,Phillipsville,95559,40.184094,-123.745487,2,44,None,Yes,36.86,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20,860.85,0,0,1621.84,2482.69,Stayed,,
1270-XKUCC,Female,24,Yes,1,San Diego,92122,32.85723,-117.209774,1,30,None,Yes,12.85,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.7,599.25,49.79,0,385.5,934.96,Stayed,,
1271-SJBGZ,Male,77,No,0,Forest Knolls,94933,38.010092,-122.689442,0,12,None,No,,,Yes,DSL,10,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0,0,0,526.95,Churned,Competitor,Competitor had better devices
1271-UODNO,Male,60,No,0,San Jose,95118,37.255479,-121.889838,0,39,None,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,Stayed,,
1272-ILHFG,Male,48,Yes,3,La Habra,90631,33.940619,-117.9513,1,15,Offer D,Yes,17.28,No,No,,,,,,,,,,,One Year,No,Credit Card,19.65,332.65,0,0,259.2,591.85,Stayed,,
1273-MTETI,Female,69,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,0,4,None,Yes,12.86,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0,0,51.44,423.89,Churned,Other,Don't know
1282-IHQAC,Male,68,No,0,Sheep Ranch,95250,38.244806,-120.417301,0,70,Offer A,No,,,Yes,Cable,13,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,44.05,3011.65,0,0,0,3011.65,Stayed,,
1285-OKIPP,Male,62,No,3,Mission Hills,91345,34.266389,-118.459744,0,1,None,Yes,23.2,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,79.9,0,0,23.2,103.1,Churned,Attitude,Attitude of support person
1291-CUOCY,Male,55,Yes,0,Yorkville,95494,38.888351,-123.239647,7,72,None,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0,0,311.04,8273.24,Stayed,,
1293-BSEUN,Female,64,Yes,3,Volcano,95689,38.481902,-120.603668,9,72,None,Yes,6.9,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.7,1482.3,0,0,496.8,1979.1,Stayed,,
1293-HHSHJ,Female,61,No,0,Montrose,91020,34.2112,-118.230625,0,35,Offer C,Yes,23.77,No,No,,,,,,,,,,,One Year,No,Credit Card,21.1,741,14.23,0,831.95,1558.72,Stayed,,
1297-VQDRP,Male,80,Yes,1,Foothill Ranch,92610,33.698728,-117.67768,0,68,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0,50,2183.48,9613.28,Stayed,,
1298-PHBTI,Male,40,Yes,3,Los Angeles,90049,34.091829,-118.491244,9,71,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0,0,2390.57,8542.97,Stayed,,
1299-AURJA,Female,43,Yes,2,Twain Harte,95383,38.107441,-120.230625,8,70,None,Yes,30.33,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.7,1685.9,0,0,2123.1,3809,Stayed,,
1301-LOPVR,Male,62,Yes,3,North Hollywood,91605,34.207295,-118.400022,6,29,None,No,,,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0,0,0,1636.95,Stayed,,
1302-TPUBN,Male,58,No,0,West Sacramento,95691,38.627951,-121.593287,0,66,None,Yes,21.23,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1240.8,0,0,1401.18,2641.98,Stayed,,
1302-UHBDD,Male,70,No,0,Ladera Ranch,92694,33.569186,-117.640055,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0,0,969.2,2617.65,Stayed,,
1303-SRDOK,Female,52,Yes,2,Rio Dell,95562,40.485849,-124.163234,3,55,Offer B,Yes,27.87,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.05,3842.6,0,0,1532.85,5375.45,Stayed,,
1304-BCCFO,Male,24,Yes,0,Redlands,92374,34.064073,-117.166158,2,9,None,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,564.4,0,0,134.19,698.59,Stayed,,
1304-NECVQ,Female,69,No,0,Somis,93066,34.297628,-119.014627,0,2,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0,0,87.92,237.47,Churned,Competitor,Competitor made better offer
1304-SEGFY,Female,57,Yes,0,National City,91950,32.67102,-117.095235,7,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.85,6841.3,0,0,184.32,7025.62,Stayed,,
1306-RPWXZ,Female,60,No,3,Mc Farland,93250,35.666886,-119.186717,0,49,None,Yes,31.7,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.45,1024.65,0,0,1553.3,2577.95,Stayed,,
1307-ATKGB,Male,21,No,0,Santa Clara,95054,37.393554,-121.965114,0,24,None,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0,0,669.84,2856.99,Stayed,,
1307-TVUFB,Male,66,No,0,Santa Ynez,93460,34.630356,-120.032564,0,42,None,Yes,13.51,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-5,3344.1,0,0,567.42,3911.52,Stayed,,
1309-BXVOQ,Male,27,Yes,0,Old Station,96071,40.656287,-121.428965,1,21,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0,0,458.43,2708.38,Churned,Price,Long distance charges
1309-XGFSN,Male,72,Yes,1,Pinon Hills,92372,34.459322,-117.629729,1,52,None,Yes,7.04,Yes,Yes,DSL,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0,0,366.08,4445.63,Stayed,,
1310-QRITU,Female,40,No,0,Hinkley,92347,34.983808,-117.239306,0,18,None,Yes,38.32,Yes,Yes,DSL,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0,0,689.76,1603.06,Stayed,,
1319-YLZJG,Male,62,Yes,0,Dutch Flat,95714,39.197215,-120.83679,9,12,Offer D,Yes,39,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0,0,468,1427.9,Stayed,,
1320-GVNHT,Male,56,Yes,2,Glendale,91207,34.182378,-118.262922,4,72,None,Yes,27.88,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.4,7767.25,0,30,2007.36,9804.61,Stayed,,
1320-HTRDR,Female,30,No,0,Fellows,93224,35.215731,-119.57013,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0,0,142.53,363.13,Churned,Attitude,Attitude of service provider
1320-REHCS,Male,75,No,0,Inglewood,90301,33.956445,-118.358634,0,52,None,Yes,23.04,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,6.26,0,1198.08,7023.82,Stayed,,
1322-AGOQM,Male,57,No,0,Mather,95655,38.549822,-121.266725,0,46,None,No,,,Yes,DSL,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0,0,0,1380.1,Churned,Dissatisfaction,Service dissatisfaction
1323-OOEPC,Female,45,Yes,0,Prather,93651,37.007238,-119.505661,1,53,None,Yes,41.74,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0,0,2212.22,7361.72,Churned,Price,Extra data charges
1324-NLTJE,Female,73,No,0,Emeryville,94608,37.83726,-122.287648,0,15,Offer D,Yes,17.19,Yes,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55,757.1,0,0,257.85,1014.95,Churned,Other,Don't know
1325-USMEC,Male,58,Yes,0,Pearblossom,93553,34.445239,-117.894868,10,70,Offer A,Yes,48,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,0,0,3360,10304.5,Stayed,,
1328-EUZHC,Female,59,Yes,0,Carson,90746,33.859171,-118.252272,4,18,None,Yes,25.54,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.1,370.5,0,0,459.72,830.22,Stayed,,
1329-VHWNP,Female,42,No,0,Grover Beach,93433,35.120833,-120.61843,0,7,None,No,,,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,189.95,0,0,0,189.95,Stayed,,
1333-PBMXB,Female,40,Yes,2,Santa Ana,92703,33.748635,-117.906125,1,54,None,Yes,28.87,Yes,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.75,1342.15,0,0,1558.98,2901.13,Stayed,,
1334-FJSVR,Male,64,No,0,Sequoia National Park,93262,36.527243,-118.594938,0,1,Offer E,No,,,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,0,0,0,24.25,Churned,Dissatisfaction,Lack of self-service on Website
1334-PDUKM,Female,48,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,5,68,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0,150,663.68,6576.63,Stayed,,
1335-HQMKX,Female,49,Yes,0,Los Angeles,90044,33.952714,-118.292061,6,72,Offer A,Yes,46.1,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.35,7323.15,0,0,3319.2,10642.35,Stayed,,
1335-MXCSE,Male,24,Yes,1,Shoshone,92384,35.924252,-116.188668,5,55,None,Yes,46.61,No,Yes,DSL,30,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0,0,2563.55,5683.45,Stayed,,
1335-NTIUC,Male,61,No,0,Pacoima,91331,34.255442,-118.421314,0,9,None,No,,,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0,0,0,190.25,Stayed,,
1336-EZFZY,Female,33,No,0,Kings Beach,96143,39.246654,-120.029273,0,4,None,Yes,25.8,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,83.3,0,0,103.2,186.5,Stayed,,
1337-BOZWO,Male,25,Yes,2,Canby,96015,41.486953,-120.913975,2,18,None,No,,,Yes,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0,0,0,812.4,Stayed,,
1338-CECEE,Male,28,Yes,0,Mount Hermon,95041,37.051166,-122.056194,4,41,None,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,Stayed,,
1342-JPNKI,Male,33,No,0,Lake Forest,92630,33.644849,-117.684254,0,10,Offer D,Yes,5.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0,0,59.2,893.3,Churned,Other,Don't know
1343-EHPYB,Male,61,Yes,0,San Diego,92122,32.85723,-117.209774,2,63,None,Yes,48.95,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603,0,0,3083.85,9686.85,Churned,Competitor,Competitor made better offer
1345-GKDZZ,Male,20,No,1,Riverside,92507,33.976328,-117.319786,0,6,None,Yes,17.53,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,128.6,0,0,105.18,233.78,Stayed,,
1345-ZUKID,Male,24,No,0,Magalia,95954,39.933852,-121.584371,0,14,Offer D,Yes,26.02,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.35,324.8,0,0,364.28,689.08,Stayed,,
1346-PJWTK,Male,63,Yes,0,Corona,92880,33.918043,-117.617809,1,61,None,Yes,17.73,No,Yes,Fiber Optic,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0,0,1081.53,6813.38,Stayed,,
1346-UFHAX,Female,59,No,0,Woodbridge,95258,38.169605,-121.310964,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80,1029.35,0,0,437.97,1467.32,Stayed,,
1347-KTTTA,Male,22,Yes,0,Canyon Country,91351,34.422519,-118.420717,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0,0,2591.36,9245.46,Stayed,,
1349-WXNGG,Male,57,No,0,Glendale,91207,34.182378,-118.262922,0,1,None,Yes,12,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0,0,12,32.05,Churned,Attitude,Attitude of support person
1352-HNSAW,Female,26,Yes,3,Aliso Viejo,92656,33.571259,-117.731917,9,72,None,Yes,34.69,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0,140,2497.68,10858.08,Stayed,,
1352-VHKAJ,Male,30,Yes,2,Berkeley,94709,37.878554,-122.26609,1,27,None,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0,140,365.85,2462.95,Stayed,,
1353-GHZOS,Male,22,Yes,0,San Diego,92115,32.762506,-117.07245,10,22,Offer D,Yes,6.03,No,Yes,DSL,51,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,0,0,132.66,1507.01,Stayed,,
1353-LJWEM,Male,23,No,0,Cottonwood,96022,40.336392,-122.448533,0,11,Offer D,Yes,28.76,No,Yes,DSL,27,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10,688.5,49.24,0,316.36,955.62,Stayed,,
1354-YZFNB,Male,53,Yes,3,Mad River,95552,40.390301,-123.412327,0,4,Offer E,Yes,29.09,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.55,68.8,0,0,116.36,185.16,Stayed,,
1355-KUSBG,Female,56,Yes,2,Fall River Mills,96028,41.017282,-121.468945,1,7,Offer E,Yes,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0,0,63.7,413.5,Stayed,,
1356-MKYSK,Male,44,No,0,Castro Valley,94546,37.708327,-122.083473,0,6,Offer E,Yes,46.59,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0,10,279.54,772.84,Stayed,,
1357-BIJKI,Male,46,Yes,0,Mission Viejo,92691,33.611945,-117.665867,10,50,Offer B,Yes,38.29,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.25,4858.7,3.55,0,1914.5,6769.65,Stayed,,
1357-MVDOZ,Male,25,Yes,1,Firebaugh,93622,36.785618,-120.625382,7,11,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0,0,232.54,915.79,Stayed,,
1360-JYXKQ,Female,68,Yes,0,South Gate,90280,33.944624,-118.192615,1,54,None,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0,0,1190.7,6627.8,Stayed,,
1360-RCYRT,Male,45,Yes,1,Forest Knolls,94933,38.010092,-122.689442,2,23,Offer D,No,,,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0,0,0,678.75,Stayed,,
1360-XFJMR,Female,50,Yes,0,Washington,95986,39.34128,-120.786867,6,67,None,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0,0,1187.24,8531.69,Stayed,,
1363-TXLSL,Male,80,Yes,0,San Lucas,93954,36.125529,-120.864443,0,1,Offer E,Yes,39.1,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,39.1,109.4,Churned,Competitor,Competitor had better devices
1370-GGAWX,Female,55,No,0,Beverly Hills,90211,34.063947,-118.383001,0,46,None,Yes,33.18,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.15,4408.45,0,0,1526.28,5934.73,Stayed,,
1371-DWPAZ,Female,64,Yes,0,Redcrest,95569,40.363446,-123.835041,2,10,None,No,,,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,56.05,560.5,0,0,0,560.5,Stayed,,
1371-OJCEK,Female,25,No,0,Standish,96128,40.346634,-120.386422,0,48,None,Yes,13.67,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.35,1133.7,0,0,656.16,1789.86,Stayed,,
1371-WEPDS,Male,71,Yes,0,Chowchilla,93610,37.100948,-120.270136,8,40,None,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,2283.3,0,50,1142.4,3475.7,Stayed,,
1373-ORVIZ,Female,62,Yes,0,Modesto,95351,37.621458,-121.012295,1,11,Offer D,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39,Churned,Competitor,Competitor had better devices
1374-DMZUI,Female,65,No,0,San Ramon,94583,37.766556,-121.976784,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0,0,198,622.45,Churned,Competitor,Competitor made better offer
1376-HHBDV,Female,37,No,0,Santa Monica,90401,34.015481,-118.493231,0,30,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,1536.75,0,0,322.2,1858.95,Stayed,,
1379-FRVEB,Male,31,No,1,San Bernardino,92401,34.105935,-117.2914,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91,1430.05,0,0,453.3,1883.35,Stayed,,
1383-EZRWL,Female,62,No,0,Long Beach,90810,33.819814,-118.222416,0,7,Offer E,Yes,48.22,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.05,164.85,0,0,337.54,502.39,Churned,Other,Moved
1384-RCUXW,Male,58,No,0,French Gulch,96033,40.740138,-122.587476,0,16,None,Yes,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0,0,546.88,1795.78,Stayed,,
1385-TQOZW,Female,32,No,0,Branscomb,95417,39.710591,-123.682799,0,9,Offer E,Yes,45.99,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.45,147.55,0,0,413.91,561.46,Stayed,,
1386-ZIKUV,Male,42,No,0,Glenhaven,95443,39.045246,-122.743181,0,7,Offer E,Yes,33.18,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,18.95,130.55,0,0,232.26,362.81,Stayed,,
1389-CXMLU,Male,65,No,0,Downey,90242,33.921793,-118.140588,0,3,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0,0,78.96,368.06,Churned,Competitor,Competitor made better offer
1389-WNUIB,Female,21,Yes,3,San Diego,92154,32.578103,-117.012975,7,20,None,Yes,15.29,Yes,Yes,Cable,59,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,76,1588.75,7.3,70,305.8,1957.25,Stayed,,
1391-UBDAR,Male,27,No,0,Riverside,92504,33.9108,-117.398153,0,11,Offer D,Yes,18.33,No,Yes,Fiber Optic,76,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.9,818.45,0,0,201.63,1020.08,Stayed,,
1393-IMKZG,Female,50,No,0,Fullerton,92831,33.879983,-117.895482,0,1,None,Yes,2.7,No,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0,0,2.7,98.55,Joined,,
1394-SUIUH,Female,70,Yes,0,Mount Shasta,96067,41.33832,-122.290756,4,44,None,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0,0,1955.36,5625.86,Stayed,,
1395-OFUWC,Male,44,Yes,3,Los Angeles,90067,34.057496,-118.413959,5,43,Offer B,No,,,Yes,Cable,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.3,1224.05,0,0,0,1224.05,Stayed,,
1395-WSWXR,Male,40,No,0,Weldon,93283,35.55647,-118.244914,0,24,None,Yes,47.51,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.75,487.05,0,0,1140.24,1627.29,Stayed,,
1396-QWFBJ,Female,32,Yes,0,Rancho Santa Margarita,92688,33.624654,-117.611733,1,21,None,Yes,5.07,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website
1397-XKKWR,Male,47,No,0,San Jose,95112,37.343827,-121.883119,0,7,None,No,,,Yes,DSL,14,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.3,264.8,0,0,0,264.8,Stayed,,
1399-OUPJN,Female,43,Yes,2,Bellflower,90706,33.887676,-118.127289,3,57,None,Yes,12.26,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.75,1272.05,0,0,698.82,1970.87,Stayed,,
1399-UBQIU,Male,35,No,0,Orange,92867,33.81859,-117.821288,0,11,None,Yes,16.14,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,712.25,0,0,177.54,889.79,Stayed,,
1400-MMYXY,Male,71,Yes,0,Alhambra,91801,34.090925,-118.128164,1,3,None,Yes,41.3,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0,0,123.9,458.55,Churned,Attitude,Attitude of service provider
1400-WIVLL,Male,31,Yes,0,Oakdale,95361,37.785033,-120.776141,2,57,None,Yes,16.78,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,107.95,5969.85,0,0,956.46,6926.31,Stayed,,
1401-FTHFQ,Male,64,Yes,1,Culver City,90232,34.019323,-118.391902,2,23,Offer D,Yes,24.22,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20,445.3,0,0,557.06,1002.36,Stayed,,
1402-PTHGN,Female,22,Yes,2,Elk Grove,95624,38.434138,-121.30587,7,18,Offer D,Yes,40.36,No,Yes,DSL,51,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,61.5,1087.45,0,0,726.48,1813.93,Stayed,,
1403-GYAFU,Male,47,Yes,2,Irvine,92604,33.688546,-117.788091,5,70,Offer A,Yes,48.57,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,1360.25,0,0,3399.9,4760.15,Stayed,,
1403-LKLIK,Female,23,Yes,3,Olympic Valley,96146,39.191797,-120.212401,3,33,None,Yes,28.4,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,579.4,0,0,937.2,1516.6,Stayed,,
1406-PUQVY,Male,29,No,1,Madison,95653,38.674276,-121.961866,0,1,Offer E,Yes,6.35,No,Yes,DSL,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0,0,6.35,56.25,Joined,,
1407-DIGZV,Female,32,Yes,2,Redding,96003,40.677649,-122.29467,9,3,None,Yes,45.33,No,No,,,,,,,,,,,Two Year,No,Mailed Check,19.1,52,0,0,135.99,187.99,Joined,,
1409-PHXTF,Male,77,Yes,0,Lemon Grove,91945,32.733564,-117.033713,5,54,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,6077.75,0,0,1758.24,7835.99,Stayed,,
1410-RSCMR,Male,47,Yes,2,Edwards,93523,34.966777,-117.961179,3,7,None,Yes,49.98,No,Yes,Cable,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,0,0,349.86,865.61,Stayed,,
1414-YADCW,Male,45,Yes,0,Deer Park,94576,38.554383,-122.474773,3,70,Offer A,Yes,1.07,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,84.6,5706.2,0,0,74.9,5781.1,Stayed,,
