Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
5126-RCXYW,Male,41,Yes,1,Alhambra,91803,34.074736,-118.145959,0,54,Offer B,No,,,Yes,DSL,19,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,46,2424.05,0,90,0,2514.05,Stayed,,
5127-BZENZ,Female,62,Yes,0,Mcarthur,96056,41.10831,-121.360362,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0,0,2224.32,5736.47,Stayed,,
5129-HHMZC,Female,64,Yes,0,Van Nuys,91401,34.178483,-118.431791,6,43,None,Yes,21.08,Yes,Yes,Cable,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,3574.5,0,0,906.44,4480.94,Stayed,,
5129-JLPIS,Male,27,No,0,Los Angeles,90016,34.028331,-118.354338,0,25,None,Yes,10.4,No,Yes,Fiber Optic,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,2686.05,0,0,260,2946.05,Stayed,,
5130-IEKQT,Male,73,No,0,San Francisco,94109,37.794487,-122.42227,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0,0,1158.5,3813.75,Churned,Price,Price too high
5130-YPIRV,Female,22,Yes,0,San Diego,92119,32.802959,-117.027095,1,62,Offer B,Yes,6.41,No,Yes,Cable,59,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,72,4284.2,0,0,397.42,4681.62,Stayed,,
5131-PONJI,Male,62,Yes,3,Upper Lake,95485,39.220368,-122.907693,10,49,Offer B,Yes,11.74,No,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.4,4494.65,0,0,575.26,5069.91,Stayed,,
5133-POWUA,Male,34,No,0,Somerset,95684,38.606703,-120.586659,0,1,None,Yes,13.62,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,45.8,0,0,13.62,59.42,Joined,,
5133-VRSAB,Male,47,No,0,Olema,94950,38.052209,-122.775567,0,8,Offer E,No,,,Yes,Cable,8,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.35,216.45,0,10,0,226.45,Stayed,,
5134-IKDAY,Female,34,Yes,0,Twain,95984,40.022184,-121.062384,1,1,None,Yes,11.08,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,0,11.08,80.88,Churned,Dissatisfaction,Service dissatisfaction
5135-GRQJV,Male,75,Yes,0,Cantua Creek,93608,36.488056,-120.407691,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,0,0,403.2,8735.15,Stayed,,
5135-RDDQL,Female,37,Yes,1,Corning,96021,39.913777,-122.289984,6,63,Offer B,Yes,25.32,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.65,3221.25,37.04,0,1595.16,4779.37,Stayed,,
5136-GFPMB,Male,44,No,0,Spring Valley,91978,32.730264,-116.950963,0,54,Offer B,Yes,35.32,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.4,4869.5,0,0,1907.28,6776.78,Stayed,,
5136-KCKGI,Female,22,Yes,0,Templeton,93465,35.536115,-120.739231,1,33,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,103.7,3467,0,0,1373.13,4840.13,Churned,Competitor,Competitor had better devices
5136-RGMZO,Male,39,No,0,Gardena,90247,33.890853,-118.297967,0,31,None,Yes,6.4,Yes,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0,0,198.4,2366.55,Stayed,,
5138-WVKYJ,Male,51,No,0,San Diego,92129,32.961064,-117.134917,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0,0,275.7,1284.25,Churned,Competitor,Competitor made better offer
5140-FOMCQ,Female,52,Yes,0,Oakland,94602,37.803883,-122.208417,7,59,Offer B,Yes,40.47,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75,0,0,2387.73,8945.48,Stayed,,
5141-ZUVBH,Female,46,No,1,Boron,93516,34.95703,-117.73045,0,9,None,Yes,42.1,No,Yes,Fiber Optic,16,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93,870.25,0,0,378.9,1249.15,Stayed,,
5143-EGQFK,Female,76,No,0,San Diego,92126,32.886925,-117.152162,0,10,None,No,,,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0,110,0,401.4,Churned,Other,Don't know
5143-WMWOG,Male,62,No,0,Stratford,93266,36.175255,-119.813805,0,1,None,Yes,17.61,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0,0,17.61,37.56,Churned,Attitude,Attitude of support person
5144-PQCDZ,Male,55,No,0,Fairfield,94533,38.287136,-122.02711,0,4,None,Yes,34.86,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.95,59.25,0,0,139.44,198.69,Stayed,,
5144-TVGLP,Male,68,No,0,Los Angeles,90002,33.949255,-118.246978,0,38,None,Yes,46.96,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653,45.82,0,1784.48,5391.66,Stayed,,
5146-CBVOE,Female,44,No,0,San Francisco,94134,37.721052,-122.413573,0,16,None,Yes,38.02,No,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,0,0,608.32,1821.17,Stayed,,
5146-YYFRZ,Male,32,No,0,Hacienda Heights,91745,33.998471,-117.973758,0,67,Offer A,Yes,15.32,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.95,1311.75,0,0,1026.44,2338.19,Stayed,,
5148-HKFIR,Female,49,No,0,Piru,93040,34.432843,-118.730106,0,20,None,Yes,15.87,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.7,406.95,0,0,317.4,724.35,Stayed,,
5148-ORICT,Female,23,Yes,0,Olivehurst,95961,39.082568,-121.55325,2,64,None,Yes,18.03,No,Yes,Cable,42,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,74.35,4759.55,0,0,1153.92,5913.47,Stayed,,
5149-CUZUJ,Male,35,Yes,0,Helendale,92342,34.757783,-117.33997,1,28,None,Yes,27.34,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0,0,765.52,3533.87,Stayed,,
5149-QYTTU,Female,35,Yes,1,Long Beach,90814,33.771612,-118.143866,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0,0,2451.63,9222.48,Stayed,,
5149-TGWDZ,Female,48,No,0,San Francisco,94118,37.781304,-122.461522,0,21,None,Yes,36.31,No,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.55,2239.4,0,0,762.51,3001.91,Stayed,,
5150-ITWWB,Male,65,No,0,Hamilton City,95951,39.732767,-122.042298,0,3,Offer E,Yes,37.78,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.85,335.75,0,0,113.34,449.09,Joined,,
5150-LJNSR,Male,27,Yes,3,Tustin,92782,33.738543,-117.785046,3,31,Offer C,Yes,36.49,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,3082.1,0,0,1131.19,4213.29,Stayed,,
5151-HQRDG,Male,57,Yes,0,Placerville,95667,38.733714,-120.795213,6,37,None,Yes,27.41,Yes,Yes,DSL,10,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.05,2030.75,0,0,1014.17,3044.92,Stayed,,
5153-LXKDT,Male,51,Yes,3,Danville,94506,37.791481,-121.903253,1,68,None,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0,0,1255.96,8723.46,Stayed,,
5153-RTHKF,Female,26,No,0,Palm Springs,92264,33.745746,-116.514215,0,34,None,Yes,23.54,Yes,Yes,Fiber Optic,76,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.35,2896.6,0,0,800.36,3696.96,Stayed,,
5154-VEKBL,Female,30,No,0,Bodfish,93205,35.523991,-118.400432,0,9,Offer E,No,,,Yes,Cable,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,0,0,0,539.85,Churned,Competitor,Competitor offered higher download speeds
5155-AZQPB,Female,33,Yes,1,San Diego,92114,32.707892,-117.05512,6,28,Offer C,Yes,41.41,Yes,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,1410.25,0,0,1159.48,2569.73,Stayed,,
5156-UMKOW,Female,44,No,3,San Simeon,93452,35.746484,-121.223355,0,3,None,No,,,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.65,90.05,0,0,0,90.05,Joined,,
5158-RIVOP,Female,32,Yes,1,Fields Landing,95537,40.726949,-124.217378,3,11,Offer D,Yes,2.52,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.9,202.3,0,0,27.72,230.02,Stayed,,
5159-YFPKQ,Female,37,No,0,Moreno Valley,92551,33.88274,-117.224878,0,2,Offer E,Yes,24.31,No,Yes,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0,0,48.62,209.37,Churned,Competitor,Competitor had better devices
5160-UXJED,Male,27,No,0,San Diego,92101,32.72523,-117.171346,0,17,None,Yes,13.02,No,Yes,Cable,73,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0,0,221.34,902.74,Stayed,,
5161-UBZXI,Male,38,Yes,2,Alamo,94507,37.855717,-121.994813,1,69,None,Yes,42.9,No,Yes,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0,0,2960.1,10221.85,Stayed,,
5161-XEUVX,Male,23,Yes,0,Lynwood,90262,33.923573,-118.200669,8,37,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,58,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,94.3,3460.95,0,0,485.81,3946.76,Stayed,,
5167-GBFRE,Male,73,No,0,Oakland,94602,37.803883,-122.208417,0,4,Offer E,No,,,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0,0,0,102.5,Churned,Dissatisfaction,Poor expertise of online support
5167-ZFFMM,Male,64,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0,0,8.56,99.41,Churned,Competitor,Competitor made better offer
5168-MQQCA,Female,50,Yes,0,Yucaipa,92399,34.04597,-117.011825,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0,0,2767.68,10771.48,Stayed,,
5168-MSWXT,Male,26,Yes,3,Essex,92332,34.9436,-115.287901,4,8,None,Yes,22.14,No,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0,0,177.12,936.67,Stayed,,
5170-PTRKA,Female,19,Yes,0,Atherton,94027,37.454924,-122.203168,1,49,None,No,,,Yes,Cable,82,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.8,1782,0,0,0,1782,Stayed,,
5171-EPLKN,Male,27,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,0,27,None,Yes,47.65,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.85,470,0,0,1286.55,1756.55,Stayed,,
5172-MIGPM,Male,22,No,0,Orange,92865,33.828779,-117.848299,0,4,None,Yes,13.31,Yes,Yes,Cable,59,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.55,237.2,0,0,53.24,290.44,Stayed,,
5172-RKOCB,Male,28,Yes,0,Piercy,95587,39.955587,-123.681175,0,72,None,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875,0,0,1530.72,9405.72,Stayed,,
5173-WXOQV,Male,38,Yes,0,Dos Palos,93620,37.045728,-120.630682,2,2,Offer E,Yes,4.41,No,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,64.2,143.65,0,30,8.82,182.47,Joined,,
5173-ZXXXL,Male,47,No,0,Orange,92869,33.792791,-117.789749,0,2,None,Yes,31.45,No,No,,,,,,,,,,,One Year,No,Credit Card,19.95,47.7,0,0,62.9,110.6,Joined,,
5174-ITUMV,Male,37,Yes,2,San Jacinto,92583,33.796568,-116.924723,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0,0,2611.66,9601.11,Stayed,,
5174-RNGBH,Female,27,No,0,Live Oak,95953,39.258746,-121.77697,0,9,None,Yes,24.81,No,Yes,Cable,69,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0,10,223.29,853.84,Churned,Dissatisfaction,Network reliability
5175-AOBHI,Female,48,No,0,Hamilton City,95951,39.732767,-122.042298,0,4,None,Yes,15.07,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46,193.6,0,0,60.28,253.88,Churned,Dissatisfaction,Lack of self-service on Website
5175-WLYXL,Male,56,No,0,Fallbrook,92028,33.362575,-117.299644,0,22,Offer D,Yes,30.35,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,0,50,667.7,2317.95,Stayed,,
5176-LDKUH,Female,64,No,0,San Francisco,94114,37.758085,-122.434801,0,48,None,Yes,41.26,No,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,3772.65,0,0,1980.48,5753.13,Stayed,,
5176-LMJXE,Female,34,No,0,San Diego,92114,32.707892,-117.05512,0,47,None,Yes,44.69,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.55,945.7,0,0,2100.43,3046.13,Stayed,,
5176-OLSKT,Female,49,Yes,0,Sloughhouse,95683,38.470423,-121.114897,5,66,Offer A,Yes,44.4,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,4370.25,0,70,2930.4,7370.65,Stayed,,
5177-RVZNU,Female,28,No,3,Redding,96002,40.527834,-122.318749,0,37,None,Yes,10.23,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.3,755.4,0,0,378.51,1133.91,Stayed,,
5178-LMXOP,Male,71,Yes,0,Gardena,90248,33.876482,-118.284077,1,1,None,Yes,4.89,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0,0,4.89,99.99,Churned,Price,Price too high
5180-UCIIQ,Male,80,Yes,2,Lucerne,95458,39.141934,-122.770679,5,22,None,No,,,Yes,Cable,18,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0,0,0,880.2,Churned,Other,Moved
5181-OABFK,Female,59,Yes,3,Rescue,95672,38.724322,-120.991237,7,56,None,Yes,18.99,No,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0,0,1063.44,4410.24,Stayed,,
5183-KLYEM,Female,30,No,0,El Cerrito,94530,37.924838,-122.289145,0,72,Offer A,Yes,35.24,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75,8192.6,0,0,2537.28,10729.88,Stayed,,
5183-SNMJQ,Male,32,No,0,Frazier Park,93225,34.827662,-118.999073,0,10,Offer D,Yes,45.69,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.1,865.1,43.25,0,456.9,1278.75,Stayed,,
5186-EJEGL,Male,24,No,0,Escondido,92026,33.21846,-117.116916,0,9,None,Yes,34.43,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,0,0,309.87,963.12,Stayed,,
5186-PEIZU,Female,31,No,0,San Francisco,94124,37.731505,-122.384532,0,35,None,Yes,37.81,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.25,617.65,0,0,1323.35,1941,Stayed,,
5186-SAMNZ,Male,75,No,0,Marina,93933,36.689582,-121.758398,0,1,None,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0,80,41.2,190.7,Churned,Price,Price too high
5188-HGMLP,Male,73,Yes,0,Middletown,95461,38.787446,-122.58675,10,54,None,Yes,35.16,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74,3919.15,0,0,1898.64,5817.79,Stayed,,
5192-EBGOV,Female,68,No,0,Brea,92823,33.924143,-117.79387,0,1,None,Yes,45.81,Yes,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,85.7,0,0,45.81,131.51,Churned,Competitor,Competitor had better devices
5193-QLVZB,Male,52,No,0,Bieber,96009,41.083464,-121.107929,0,63,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0,0,3071.25,9607.75,Stayed,,
5195-KPUNQ,Female,72,No,0,Lakehead,96051,40.883853,-122.418258,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0,0,1832.74,7039.29,Stayed,,
5196-SGOAK,Female,39,No,0,Caliente,93518,35.358953,-118.527064,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0,0,9.05,84.75,Churned,Attitude,Attitude of support person
5196-WPYOW,Male,43,Yes,2,Paso Robles,93446,35.634222,-120.728341,1,67,None,Yes,6.53,No,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.05,3994.05,0,0,437.51,4431.56,Stayed,,
5197-LQXXH,Female,56,Yes,0,Taylorsville,95983,40.053684,-120.743116,9,71,None,Yes,13.41,Yes,Yes,DSL,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.3,5894.5,37.44,0,952.11,6809.17,Stayed,,
5197-PYEPU,Female,21,Yes,3,Edwards,93523,34.966777,-117.961179,5,42,Offer B,Yes,6.37,Yes,Yes,Fiber Optic,69,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,94.45,3923.8,0,140,267.54,4331.34,Stayed,,
5197-YPYBZ,Female,39,Yes,2,Laguna Niguel,92677,33.529047,-117.701175,4,12,None,Yes,39.59,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.25,274.7,0,0,475.08,749.78,Stayed,,
5198-EFNBM,Male,66,Yes,0,Kingsburg,93631,36.478239,-119.52137,10,57,None,Yes,46.62,No,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,5199.8,0,0,2657.34,7857.14,Stayed,,
5198-HQAEN,Male,50,Yes,3,Fremont,94538,37.505768,-121.962472,5,35,Offer C,Yes,1.53,No,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3165.6,0,0,53.55,3219.15,Stayed,,
5199-FPUSP,Male,64,No,2,Esparto,95627,38.834469,-122.127193,0,33,None,No,,,Yes,Cable,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,34.05,1113.95,0,0,0,1113.95,Stayed,,
5201-CBWYG,Male,60,Yes,1,Salton City,92275,33.28156,-115.955541,1,62,None,Yes,16.48,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.8,1476.25,0,0,1021.76,2498.01,Stayed,,
5201-FRKKS,Male,53,No,0,Winnetka,91306,34.209532,-118.577563,0,25,Offer C,Yes,17.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0,432.5,2344.21,Stayed,,
5201-USSQZ,Female,56,Yes,0,Monte Rio,95462,38.471049,-123.015549,1,26,None,Yes,42.26,No,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,0,0,1098.76,3295.21,Stayed,,
5202-IVJNU,Female,56,No,2,Crockett,94525,38.049292,-122.228415,0,39,None,No,,,Yes,DSL,24,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,30.1,1131.3,0,150,0,1281.3,Churned,Dissatisfaction,Network reliability
5203-XEHAX,Female,55,No,0,Macdoel,96058,41.769709,-121.92063,0,34,None,Yes,45.56,No,Yes,DSL,7,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.35,2053.05,46.39,0,1549.04,3555.7,Stayed,,
5204-HMGYF,Female,32,Yes,2,La Crescenta,91214,34.239636,-118.245259,4,49,None,Yes,33.07,No,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,87.2,4345,0,0,1620.43,5965.43,Stayed,,
5204-QZXPU,Male,50,No,0,Glendale,91205,34.13658,-118.245839,0,19,None,No,,,Yes,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0,0,0,733.35,Churned,Competitor,Competitor had better devices
5206-HPJKM,Male,64,No,0,Valencia,91354,34.457005,-118.573726,0,17,None,Yes,33.68,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0,0,572.56,1506.71,Stayed,,
5206-XZZQI,Male,56,No,0,Orange,92867,33.81859,-117.821288,0,53,Offer B,Yes,49.21,No,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4348.1,39.45,90,2608.13,7006.78,Stayed,,
5207-PLSTK,Male,32,Yes,2,La Habra,90631,33.940619,-117.9513,10,1,None,Yes,26.26,No,Yes,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.75,48.75,0,0,26.26,75.01,Joined,,
5208-FVQKB,Male,41,Yes,0,Lakeshore,93634,37.290606,-119.216328,7,70,Offer A,Yes,24.93,No,Yes,DSL,15,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,0,0,1745.1,6409.25,Stayed,,
5208-HFSBT,Female,47,No,0,Challenge,95925,39.461768,-121.195825,0,2,Offer E,Yes,42.55,No,Yes,DSL,30,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0,0,85.1,187.85,Churned,Competitor,Competitor had better devices
5213-TWWJU,Male,26,No,0,Richmond,94804,37.921034,-122.341798,0,28,None,Yes,45.24,No,Yes,Fiber Optic,59,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91,2626.15,0,0,1266.72,3892.87,Stayed,,
5214-CHIWJ,Male,44,No,0,Fresno,93728,36.757345,-119.818274,0,27,None,Yes,21.66,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,595.05,0,0,584.82,1179.87,Stayed,,
5214-NLTIT,Male,22,Yes,1,Five Points,93624,36.397745,-120.119911,1,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,0,60,1706.4,8278.2,Stayed,,
5215-LNLDJ,Female,20,Yes,2,San Juan Bautista,95045,36.810568,-121.503022,3,7,None,No,,,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,149.05,0,0,0,149.05,Stayed,,
5216-WASFJ,Female,68,Yes,0,Challenge,95925,39.461768,-121.195825,4,31,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0,0,164.3,2797.7,Stayed,,
5219-YIPTK,Female,46,Yes,0,Trinidad,95570,41.162295,-124.027381,1,33,None,Yes,11.32,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,0,0,373.56,3783.16,Churned,Dissatisfaction,Service dissatisfaction
5220-AGAAX,Male,60,Yes,1,Mendocino,95460,39.305545,-123.743697,8,68,Offer A,Yes,2.71,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24,1664.3,0,0,184.28,1848.58,Stayed,,
5222-IMUKT,Male,40,No,0,Hornitos,95325,37.479926,-120.230424,0,32,None,Yes,47.3,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.05,2871.5,0,0,1513.6,4385.1,Stayed,,
